"","Year","Lon_M","Lat_M","MUN","ANC","DC","SST","SALI","GSST","BAT","CHL"
"38220",2014,-75.68297,-15.02028667,0,296.625044,11.07318786,14.98812233,35.02394016,0.2964612,-168.8458434,0.543512121
"41084",2014,-74.13737,-16.38501,0,0,21.38356,17.15756,35.0604,0.1538067,-2173.345,0.324004104
"41515",2014,-72.43983,-17.43473,0,0,31.41932,17.60443,34.96024,0.2103834,-1282.319,0.718909294
"40402",2014,-76.52221,-15.18451,0,0,47.41793,15.76767,35.05423,0.2141413,-4050.863,0.217955275
"44029",2014,-79.38618,-9.550316,0,0,51.08666,19.2876,35.0209,0.3045461,-159.1336,3.507737586
"42118",2014,-75.58786,-16.33004,0,0,60.78604,18.74511,35.06615,0.04457021,-4306.933,0.777402256
"39181",2014,-78.48164,-11.42326,0,0,49.10602,17.50814,35.28898,0.08339853,-1738.292,0.284369535
"44205",2014,-78.83283,-10.53934,0,0,46.0056,20.41125,35.14361,0.269762,-606.6408,1.135202262
"39028",2014,-78.76652,-10.99249,0,0,55.91636,17.8778,35.34054,0.1653173,-2115.405,0.203744898
"39264",2014,-77.80065532,-11.605386,0,58.769916,20.16128657,16.63083615,35.1619692,0.146933828,-125.1316444,0.834372007
"38148",2014,-76.40655,-13.30671,0,0,6.727077,16.68169,35.11427,0.2494265,-66.59298,2.226435488
"43492",2014,-78.5234,-11.55935,0,0,53.39934,20.25349,35.27027,0.1056978,-1593.695,0.267886096
"39981",2014,-77.24678,-13.88425,0,0,49.323,15.81943,35.07617,0.1089737,-3357.488,0.191387864
"42915",2014,-77.24864,-13.57263,0,0,52.7248,19.26404,35.25292,0.2392933,-2411.295,0.271695302
"38432",2014,-71.50317,-17.54941,0,1.567233,7.863233,15.8247,34.85547,0.2652466,-311.3021,1.246327928
"43830",2014,-80.36783,-8.044031,0,0,57.09892,19.55438,35.16034,0.2178081,-404.1062,1.657213293
"42372",2014,-76.54922,-15.63076,0,0,68.15028,18.53769,35.01606,0.2183846,-3035.757,1.776435395
"38739",2014,-78.81636,-9.839533,0,13.56354,29.42939,18.4937,35.14324,0.06448099,-139,0.256263163
"39903",2014,-76.58865,-13.20897,0,0,11.45353,16.5398,35.15312,0.05801141,-117,8.532047215
"38103",2014,-77.4227,-11.75561,0,0,12.99663,16.65832,35.2113,0.08169794,-91.04437,0.921819837
"41117",2014,-73.92732,-16.46197,0,0,18.46547,17.16767,35.05396,0.2271737,-1997.293,0.38645877
"42693",2014,-76.89303,-14.52893,0,0,41.22098,17.81153,35.06534,0.07249693,-4598.034,0.937263681
"39202",2014,-78.63928,-11.65128,0,0,61.63819,17.45281,35.30346,0.02415685,-2592.86,0.193690055
"41281",2014,-73.64451,-17.06402,0,0,44.32266,17.9083,35.01441,0.1358817,-4303.192,0.251110275
"40821",2014,-75.37047,-16.31345,0,0,53.42924,16.711,35.11101,0.2031101,-5547.524,0.549451996
"41697",2014,-71.66775,-18.08163,0,0,27.82363,18.73721,34.99525,0.1839735,-1139.079,0.426498264
"40982",2014,-74.46378,-15.94787,0,0,8.212395,15.50477,34.97187,0.6343501,-833.7897,0.307431123
"43862",2014,-79.52294188,-7.93094594,0,109.55604,10.24406805,20.83150075,35.24440113,0.895613417,-41.1459488,1.20132096
"43536",2014,-78.08980588,-10.89861503,0,923.266436,19.77328298,17.98452283,35.16554019,0.395709072,-211,3.24595425
"40704",2014,-75.92345,-15.99235,0,21.71347,56.25251,15.87059,35.04482,0.1539679,-3803.043,0.59537322
"41498",2014,-72.57978,-17.68403,0,0,48.25991,17.68934,34.99597,0.08322517,-3277.279,0.418659697
"42890",2014,-77.2397,-13.86167,0,0,48.94302,18.95685,35.2283,0.1352125,-3257.287,0.217462322
"43577",2014,-78.6251,-11.01315,0,0,49.73702,19.97164,35.26634,0.0935861,-1460.857,0.374635346
"41827",2014,-74.08047,-16.28727,0,0,14.68443,17.37139,35.05202,0.8476992,-1282.583,0.798582394
"43313",2014,-78.23477,-12.43721,0,0,66.03338,19.44293,35.29731,0.2335601,-3009.087,0.173003253
"42392",2014,-76.70463737,-15.57985135,0,4989.53474,71.59172606,18.09237395,34.98553112,0.213266846,-2914.287381,2.081045678
"39199",2014,-78.65206,-11.60233,0,0,61.38738,17.47157,35.30498,0.0237136,-2438.683,0.211002198
"40879",2014,-74.7054,-15.8646,0,0,12.85128,15.37274,34.96685,0.5973792,-1341.526,0.386061572
"38994",2014,-78.27421,-10.69038,0,0,21.71119,17.68175,35.28142,0.1289178,-256.5796,0.248154992
"42418",2014,-76.31228468,-15.33551734,0,12697.00754,45.76567726,19.00024347,34.99854807,0.144060367,-4960.531333,1.84392919
"38690",2014,-79.37605,-9.869996,0,0,61.36132,19.93239,35.30516,0.2593809,-745.4507,0.156912926
"41616",2014,-71.87917,-17.45542,0,14.77772,16.74691,17.4845,34.93657,0.3346713,-484.3197,0.503356626
"42573",2014,-76.64571,-14.96639,0,0,46.13957,19.66741,35.09374,0.195782,-4649.582,1.127758018
"41322",2014,-73.19543,-16.74569,0,0,16.9112,17.3222,34.9956,0.5334769,-1282.047,0.834564821
"39668",2014,-77.92371,-13.07926,0,0,73.71748,17.23579,35.25557,0.1414092,-3424.792,0.237667369
"41652",2014,-71.81384,-17.83687,0,0,25.85739,18.0029,34.95423,0.3228651,-911.4803,0.419019127
"38362",2014,-73.16544,-16.52373,0,0,4.736794,14.55539,34.84423,0.5521763,-568.7667,0.593213342
"42483",2014,-76.48650115,-15.17129224,0,12456.23147,45.35877564,18.42189178,35.02421841,0.066378149,-4485.662522,2.049927179
"44149",2014,-78.62082,-10.02418,0,8,23.23794,18.82847,35.06093,0.5934176,-155.3198,0.781712736
"43935",2014,-79.82788,-8.774117,0,0,56.76067,20.24024,34.99621,0.4139612,-133.1367,2.127784226
"42222",2014,-76.52986,-16.21913,0,0,92.35483,18.82101,35.2457,0.1282578,-3173.173,0.442801311
"38248",2014,-75.22445,-15.4676,0,0,5.834475,15.67298,35.04535,0.3224477,-666.3532,0.269157792
"41240",2014,-73.53261,-16.33228,0,0,3.954699,15.62325,34.88431,0.4205782,-138.3266,0.417477685
"43802",2014,-80.17940715,-7.72988572,0,49.482643,39.26264844,18.49394192,35.19022563,0.083927018,-169.3751046,2.530638067
"43760",2014,-80.53366244,-7.64203122,0,41.971585,57.46777185,19.41681623,35.17306388,0.265041089,-454.8106282,1.610791371
"40161",2014,-76.86068,-14.23169,0,0,33.16598,16.44754,35.16194,0.3313712,-2827.366,0.483884235
"43349",2014,-77.71454,-12.12389,0,4.177153,31.97561,19.99923,35.34618,0.2033923,-783.174,0.312932433
"38300",2014,-74.10731,-16.11694,0,0,7.036572,15.80475,34.94596,0.6489549,12.55314,0.746292178
"39904",2014,-76.60338,-13.21743,0,0,12.42715,16.55499,35.15654,0.06394978,-119.3598,7.739682863
"42031",2014,-74.81898,-16.04309,0,0,25.14796,16.06318,34.98304,0.3083872,-2483.902,7.052156221
"38632",2014,-79.79711,-9.825731,0,0,80.29042,19.45411,35.2801,0.09605249,-1670.977,0.119687931
"39524",2014,-78.32288,-12.7828,0,0,79.75647,17.35132,35.2703,0.05651511,-5102.621,0.243021418
"39440",2014,-78.08502,-12.34818,0,0,56.0296,18.04445,35.29147,0.09979533,-2136.749,0.729342592
"42400",2014,-76.83471,-15.63209,0,0,79.11685,17.79421,34.9707,0.1831575,-2959.867,1.452768423
"41572",2014,-72.27713,-17.65095,0,0,38.11967,17.82399,34.98051,0.09940307,-1642.844,0.491439998
"41663",2014,-71.90776,-17.99255,0,0,34.58123,18.30227,34.98053,0.1350057,-1699.951,0.39595464
"38475",2014,-70.76868,-18.24649,0,0,7.144145,18.07828,34.94951,0.2666491,-126.9067,0.63914262
"42436",2014,-76.04164195,-15.20035,0,1419.01067,30.85652048,18.21625133,35.01937766,0.413552973,-2957.610926,1.520578091
"43659",2014,-80.70181526,-6.84871526,0,42.128452,27.63924884,19.50048705,35.0327912,0.406368299,-72.88230548,0.756105995
"38271",2014,-74.5068,-15.88187,0,0,6.450157,15.70637,34.93233,0.3401969,-668.5997,0.552127305
"43709",2014,-80.68074146,-7.1499248,0,272.342696,43.09621419,18.89634034,35.16548297,0.12389216,-111.2017568,1.850272771
"38741",2014,-78.84495,-9.857274,0,0,31.41437,18.53174,35.14282,0.09722153,-144.1753,0.244897728
"40852",2014,-75.06315,-16.00042,0,0,28.29672,16.32658,35.01239,0.2655959,-3254.162,0.458176663
"42723",2014,-76.45225841,-14.27606254,0,48.408918,11.47670098,16.19753478,35.05885443,0.38464351,-367.6425743,8.052194411
"41049",2014,-74.44577,-16.82378,0,0,52.99022,17.23891,35.10921,0.02574586,-7107.79,0.270315032
"40386",2014,-76.75442,-15.32867,0,0,63.24482,16.55471,35.17801,0.1219642,-3166.971,0.320046154
"40245",2014,-77.05083,-14.92517,0,0,62.96806,16.61569,35.14722,0.1267712,-3968.371,0.210554386
"43479",2014,-78.47787,-11.72175,0,0,54.72319,20.13524,35.20514,0.2573381,-1697.271,0.26405597
"42314",2014,-75.70908,-15.29624,0,0,21.26372,17.69549,35.01393,0.2146629,-1531.764,6.554867748
"40460",2014,-76.0348,-15.19574,0,0,30.40162,15.07973,35.02631,0.2295135,-2957.721,0.300474243
"39522",2014,-78.35201,-12.80026,0,0,81.75722,17.40308,35.26438,0.07475434,-5549.071,0.254284332
"38198",2014,-76.05803,-14.64574,0,0.896569,7.674989,15.49719,35.08246,0.1352306,-144.4264,0.585844698
"42926",2014,-77.08517,-13.47963,0,0,43.926,19.55606,35.29771,0.2036144,-1181.727,0.387217349
"42282",2014,-76.01688,-15.70472,0,0,49.86315,17.96342,35.04647,0.26091,-4202.788,0.228735841
"44049",2014,-79.52754,-9.70058,0,0,62.72071,20.99023,35.17313,0.6672593,-688.5027,1.290156753
"39272",2014,-77.90992,-11.67401,0,1.974083,27.00315,16.53172,35.13044,0.2567047,-214.3427,1.171858793
"41618",2014,-71.86053,-17.42558,0,0,14.72781,17.32709,34.926,0.3634911,-284.5917,0.563068053
"43368",2014,-77.4342193,-11.96324298,0,424.890709,16.15530073,18.72157092,35.24717349,0.282081791,-124.6201901,0.7688208
"41983",2014,-74.91895,-16.69065,0,0,59.90881,18.48397,35.08771,0.1312528,-5731.706,0.90473917
"43424",2014,-78.11142,-11.79452,0,0,40.073,19.96949,35.27963,0.2323829,-945.5068,0.225880582
"41828",2014,-74.08918,-16.30169,0,0,15.68174,17.58922,35.06221,0.8306146,-1597.898,0.789209608
"43155",2014,-77.88919,-13.09506,0,0,72.55726,19.37521,35.20268,0.04372775,-3498.425,0.415004244
"39435",2014,-78.01197,-12.30545,0,0,51.19806,17.91467,35.26599,0.2031667,-1852.19,1.433221387
"44011",2014,-79.10331,-9.415154,0,1,32.48603,19.42928,34.93608,0.0887992,-137.2953,2.658970724
"39348",2014,-78.43448,-12.2664,0,0,73.93147,17.60718,35.27085,0.02809974,-3201.641,0.358005315
"43630",2014,-80.9288,-6.70075,0,0,25.50964,19.60936,35.0464,0.2899021,-1835.409,1.363064205
"39786",2014,-77.42921,-13.11567,0,0,51.25733,16.11848,35.14882,0.1562122,-1372.642,0.491563625
"40897",2014,-74.85056,-16.12166,0,0,30.20103,17.29087,35.11093,0.3139995,-2759.355,0.340532685
"42254",2014,-76.39874,-15.9626,0,0,76.67914,18.78214,35.11585,0.2565721,-3223.403,0.299815502
"39673",2014,-77.85869,-13.0867,0,0,70.75597,17.5129,35.32406,0.1644617,-3462.39,0.230900444
"38597",2014,-79.2798,-9.528802,0,0,44.89662,17.64693,35.16649,0.2931247,-155,0.170988795
"39408",2014,-77.43421,-11.68057,0,0,10.47726,16.23867,35.1855,0.1208361,-82.32552,0.537788379
"40613",2014,-76.0298,-15.76675,0,0,52.94538,16.17808,35.13065,0.05048972,-4043.27,0.431266575
"38619",2014,-79.6229,-9.69545,0,0,67.51404,19.36142,35.29065,0.3141803,-955.8446,0.123883815
"43849",2014,-80.13908717,-7.99958717,0,593.631084,43.4832628,18.546426,35.17636251,0.279666282,-178.8809208,3.091308715
"41255",2014,-73.46208333,-16.70285,0,42.071539,20.26357611,17.58553865,35.02583354,0.40225555,-2203.299212,0.519600288
"43098",2014,-77.05468,-12.61418,0,0,15.95007,18.02296,35.18338,0.2680571,-192.92,0.427300005
"42649",2014,-77.10436,-14.96073,0,0,66.68366,19.24805,35.06473,0.1531045,-3898.798,1.07613684
"39950",2014,-77.4865,-13.72793,0,0,64.05702,15.98776,35.06349,0.1861389,-4127.489,0.203668761
"41413",2014,-72.83913,-17.12193,0,0,29.227,17.05515,34.95238,0.2613262,-1414.919,0.854271095
"42124",2014,-75.53473,-16.24345,0,0,54.75898,18.64771,35.07188,0.107843,-4776.986,1.341353492
"39432",2014,-77.96854,-12.27894,0,0,48.32381,17.75958,35.24151,0.2608965,-1816.4,1.79917459
"39261",2014,-77.75006,-11.5845,0,0,17.81311,16.72094,35.17806,0.1823914,-117.2145,0.698752334
"41642",2014,-71.73501,-17.68681,0,0,20.13975,17.07774,34.90314,0.3636515,-674.1404,0.551261018
"38980",2014,-78.30897,-10.44389,0,0,16.18717,17.4383,35.21216,0.1298053,-185.9241,0.199074884
"42296",2014,-75.79537,-15.59461,0,0,36.09322,17.5207,35.01713,0.606164,-4493.852,1.202962462
"40905",2014,-74.91942,-16.23792,0,0,38.16263,17.46371,35.12829,0.126824,-4034.256,0.361793822
"41394",2014,-73.00052562,-17.40093458,0,37.498712,47.91945399,17.07771811,34.95121705,0.104940451,-2842.353657,0.413275605
"40648",2014,-76.55447,-16.07521,0,0,87.90972,16.80504,35.19511,0.04695845,-3129.243,0.266449118
"42422",2014,-76.25003863,-15.30610265,0,2978.659976,42.27620674,19.07137683,35.00738275,0.134020167,-4625.146465,1.845112766
"39846",2014,-77.35039,-13.35602,0,0,53.88957,16.6044,35.13779,0.13803,-1522.023,0.360205993
"38440",2014,-71.48823667,-17.62608667,0,177.983151,7.237403756,15.59276306,34.84928481,0.374469959,-329.7752151,1.193977151
"41026",2014,-74.52148,-16.55213,0,0,42.38833,17.33953,35.13004,0.05203114,-4527.012,0.275421196
"40702",2014,-75.95269,-16.01066,0,1.8911,58.24388,15.9396,35.06685,0.1380368,-3736.417,0.57331853
"40752",2014,-75.22496,-15.58109,0,0,11.50096,15.48253,34.9887,0.1981791,-1119.568,0.853979679
"39526",2014,-78.29379,-12.76517,0,0,77.75233,17.34536,35.28157,0.06386813,-4338.746,0.244508974
"43568",2014,-78.53883,-11.13809,0,0,49.55994,19.80212,35.27294,0.2137799,-1385.652,0.329256943
"41976",2014,-74.86018,-16.59096,0,0,53.03994,18.24405,35.09526,0.296532,-6739.583,0.813033679
"42907",2014,-77.3674,-13.64018,0,0,58.35076,18.95322,35.21062,0.05156889,-3235.611,0.233013235
"43125",2014,-77.45481,-12.83343,0,0,42.75765,19.60812,35.2795,0.1414232,-1184.091,0.329996211
"41454",2014,-72.60265,-17.21856,0,0,27.36877,17.05245,34.93487,0.4178603,-1729.906,0.919911953
"41897",2014,-74.5367,-16.57772,0,0,44.11012,18.83219,35.08884,0.1909349,-4478.646,0.566288757
"40358",2014,-76.97313,-15.15858,0,0,68.2514,16.52881,35.23532,0.03846095,-3547.341,0.282676914
"42168",2014,-75.71118,-15.84983,0,0,41.45636,18.10162,35.05449,0.1622743,-6005.439,1.653749752
"43140",2014,-77.67436,-12.95783,0,0,57.59422,19.67738,35.29795,0.1515572,-2090.19,0.419794919
"39742",2014,-76.76978,-12.73687,0,3.039215,7.021032,16.17591,35.16069,0.07954535,-116.0057,2.382605002
"43302",2014,-78.36493,-12.55453,0,0,75.66254,19.5282,35.30027,0.2703138,-3919.201,0.177487261
"42270",2014,-76.18985,-15.80725,0,0,61.44802,18.05396,35.04648,0.3189825,-3647.911,0.315480365
"38507",2014,-79.78599,-9.339524,0,0,69.5179,18.68823,35.19913,0.225481,-1155.168,0.189346272
"40225",2014,-77.22849,-14.73353,0,0,64.22189,16.55825,35.1425,0.07173135,-4161.311,0.230552417
"42161",2014,-75.60025,-15.7957,0,0,34.66528,18.01391,35.06752,0.2007741,-4826.827,3.160835362
"39730",2014,-77.02883,-12.59906,0,0,14.20183,16.02337,35.16527,0.04298579,-140.0378,2.288033574
"41662",2014,-71.89629,-17.98496,0,0,33.78737,18.31525,34.98074,0.1359529,-1454.806,0.396188147
"40957",2014,-74.67601,-16.31361,0,0,33.33504,17.45074,35.12093,0.05340279,-3179.31,0.289229451
"43734",2014,-80.72857,-7.475483,0,0,59.62695,19.55127,35.15552,0.2531247,-426.6409,1.168227452
"39872",2014,-76.97845,-13.14868,0,0.654922,29.38991,16.3377,35.14013,0.1229241,-554.0817,1.084046648
"39325",2014,-78.60567,-12.16638,0,0,76.38709,17.5788,35.30432,0.02558187,-3630.77,0.181022788
"43452",2014,-78.10242,-11.47627,0,0,28.42972,19.38617,35.24496,0.6080608,-423.0496,0.260317846
"43732",2014,-80.7015,-7.458443,0,0,57.72674,19.44572,35.15784,0.2684453,-351.1076,1.250818683
"41728",2014,-71.30849,-17.96294,0,0,12.23368,17.83804,34.94694,0.4136665,-773.0488,0.833667622
"41416",2014,-72.81286,-17.07827,0,0,26.32829,17.02615,34.9561,0.2307178,-1040.675,0.896807987
"39372",2014,-78.08858,-12.06035,0,0,52.22213,17.08497,35.20227,0.3643423,-1947.205,1.296596192
"42846",2014,-76.67097463,-13.83585796,0,46.986477,16.12786853,17.96156972,35.20824544,0.609843121,-366.8518586,1.374765774
"40085",2014,-77.35091,-14.2119,0,0,58.34584,16.67247,35.10591,0.06407043,-5324.501,0.229110514
"39146",2014,-77.96705,-11.1222,0,249.351016,18.97522195,16.95050053,35.13294566,0.209215604,-188.845472,0.469562039
"43170",2014,-78.02569,-12.89702,0,0,70.32273,19.38241,35.23366,0.0449871,-3533.095,0.317766617
"41208",2014,-73.79608,-16.79483,0,0,33.59939,17.79226,35.04287,0.0966561,-3320.44,0.288564196
"38944",2014,-78.89395,-10.77817,0,0,55.97831,17.82903,35.36154,0.1783311,-2113.352,0.119085972
"38857",2014,-78.41998,-10.20877,0,0,15.16187,17.79525,35.16531,0.1426743,-181.9,0.336972914
"43828",2014,-80.38055,-8.012974,0,0,57.19707,19.50551,35.15791,0.1947305,-406.4307,1.659094813
"40720",2014,-75.68887,-15.85815,0,0,40.89948,15.56899,34.98958,0.07471459,-6004.023,0.407938798
"41649",2014,-71.79007,-17.7918,0,0,23.83749,17.72215,34.93928,0.4012084,-807.4775,0.443132921
"41062",2014,-74.32224,-16.70447,0,0,42.97449,17.26675,35.10684,0.05679887,-4865.278,0.252326112
"43544",2014,-78.20612051,-10.96760684,0,163.634907,27.77864977,18.50534533,35.1958284,0.368305197,-351.1929632,2.882860361
"39337",2014,-78.59506,-12.36194,0,0,84.36815,17.5734,35.29951,0.04080186,-4445.36,0.211457001
"38222",2014,-75.65738333,-15.04023,0,36.838871,10.20656458,15.07846095,35.03905789,0.328629106,-159.3369857,0.534878374
"39036",2014,-78.88069,-11.0623,0,0,63.83811,17.65607,35.32099,0.02877477,-2343.533,0.179134653
"41220",2014,-73.70163,-16.62357,0,0.756127,22.89401,17.6588,35.04902,0.2343813,-2230.712,0.370661298
"41207",2014,-73.80444,-16.8038,0,0,34.20941,17.78971,35.04091,0.09418897,-3374.595,0.275624095
"43451",2014,-78.08453,-11.472,0,0,27.36224,19.26826,35.23684,0.6640072,-396.94,0.281081975
"43433",2014,-77.98696,-11.71539,0,0,31.70727,19.58258,35.26673,0.2849999,-381.8204,0.278906016
"41546",2014,-72.05925,-17.26788,0,0.378413,12.89574,17.13906,34.90733,0.2948946,-575.6102,1.877493617
"38190",2014,-76.13967,-14.56173667,0,11658.24066,10.03999682,15.47461287,35.1054551,0.208868995,-123.3390089,0.615197723
"42494",2014,-76.65088,-15.26278,0,0,56.11438,18.25758,35.01929,0.1159081,-3659.18,1.585941181
"40239",2014,-77.13971,-14.89949,0,0,65.75654,16.64935,35.16799,0.04368029,-4038.333,0.212648878
"40887",2014,-74.76814,-15.9747,0,0,20.27284,16.36246,35.0348,0.6307952,-2061.434,0.421411955
"40921",2014,-75.0509,-16.47274,0,0,53.76619,17.35284,35.13742,0.161823,-6236.91,0.332252917
"39490",2014,-78.66501,-12.89479,0,0,100.4026,17.81967,35.28097,0.1025951,-5073.026,0.373225801
"40556",2014,-75.57708,-15.21726,0,0,12.39767,15.7502,35.06197,0.2062058,-755.3426,0.400317443
"43816",2014,-80.37171,-7.865425,0,0,53.09709,19.23625,35.17294,0.2425186,-394.8403,1.643263245
"39084",2014,-78.63973,-11.22122,0,0,57.29836,17.83052,35.30999,0.05830109,-2067.897,0.304609453
"39464",2014,-78.43577,-12.55401,0,0,79.50484,17.47139,35.3038,0.1126941,-4117.002,0.277303784
"38434",2014,-71.50311,-17.58238,0,6.038096,8.094183,15.79656,34.85416,0.299092,-358.1106,1.199534108
"38559",2014,-79.11481,-9.143782,0,0,28.45081,16.68884,35.19414,0.228346,-110,0.217289396
"43224",2014,-77.24425,-12.42863,0,0,18.02223,18.69931,35.23292,0.6690273,-181.356,0.331779303
"40758",2014,-75.13319,-15.5336,0,0,6.274495,15.18203,34.95671,0.210066,-677.7891,1.099796177
"39406",2014,-77.46423,-11.69651,0,0,12.4783,16.25367,35.1791,0.1090508,-86.07502,0.552136282
"39073",2014,-78.80008,-11.31407,0,0,67.21133,17.73876,35.3069,0.07480603,-2491.021,0.232418248
"38520",2014,-79.68749,-9.466199,0,0,66.04356,18.57705,35.20605,0.2700046,-1021.09,0.158645944
"43662",2014,-80.7439,-6.87678333,0,443.573291,30.30922562,19.79436155,35.02921649,0.438048379,-95.00259122,0.78197492
"43857",2014,-80.02043272,-7.93601605,0,26.546374,35.50727007,18.35697808,35.1848984,0.039551528,-162,2.5141462
"39539",2014,-78.10304,-12.6518,0,0,64.68053,17.63387,35.30243,0.1440236,-3171.723,0.384828131
"41630",2014,-71.63235,-17.51331,0,8.219776,14.47083,16.91841,34.89633,0.3810409,-452.8841,0.981540894
"39541",2014,-78.07409,-12.63401,0,0,62.67767,17.66908,35.29992,0.1413094,-3077.955,0.427110447
"43556",2014,-78.38280617,-11.05010967,0,292.608651,39.0394134,19.21025734,35.23202607,0.281290672,-639.2459696,0.907884641
"44240",2014,-78.36972357,-10.4752569,0,64,20.22055049,17.20442813,35.1104855,0.628494596,-224.7953128,0.56827888
"41528",2014,-72.33287,-17.2445,0,0,18.70824,17.18727,34.91947,0.344798,-1197.403,1.114826854
"42171",2014,-75.75518,-15.87665,0,0,44.40389,18.1243,35.05044,0.1699475,-4974.247,1.470155184
"44026",2014,-79.3419,-9.527395,0,0,48.12876,19.21012,35.01378,0.169485,-158.5566,3.233022683
"43751",2014,-80.61629,-7.659288,0,0,61.815,19.63967,35.16205,0.2256436,-604.9208,1.220578957
"41975",2014,-74.8515,-16.57651,0,0,52.03952,18.17471,35.09517,0.3325265,-6590.609,0.809562772
"40915",2014,-75.00609,-16.38279,0,0,48.05027,17.4464,35.13155,0.1237458,-5932.173,0.499368679
"38343",2014,-73.44103,-16.450035,0,47.738768,8.74211172,15.93511615,34.93927591,0.785160356,-284.5682835,1.692079196
"38286",2014,-74.28181,-15.96489,0,0,5.706546,15.46336,34.92257,0.4566369,-238.3819,0.807288023
"43665",2014,-80.82901009,-6.93095892,0,159.977969,35.47172422,20.11789009,35.05142643,0.115813966,-190.2153467,0.818057929
"38986",2014,-78.14115,-10.64268,0,0,13.72376,17.19315,35.19443,0.312463,-167.1166,0.312043448
"43711",2014,-80.65209146,-7.1321248,0,680.960364,41.37455382,18.87744011,35.19371084,0.106466715,-102.9976401,1.706352597
"44052",2014,-79.47802,-9.711739,0,0,60.55981,20.96208,35.17004,0.6902591,-370.7662,1.26762495
"41479",2014,-72.79213,-17.58967,0,0,51.69021,17.5852,34.99233,0.2596161,-3714.257,0.428553584
"40510",2014,-76.24818,-15.6052,0,0,57.44791,16.11993,35.09285,0.3075887,-4023.259,0.250081243
"41888",2014,-74.53825,-16.71639,0,0,50.61088,18.84186,35.08115,0.05393528,-5870.43,0.471877122
"42562",2014,-76.81158,-15.05689,0,0,57.15419,18.31252,35.05621,0.1039967,-3818.502,2.358702668
"38442",2014,-71.47246167,-17.59600667,0,171.7214,6.50708098,15.56923949,34.84895122,0.295135888,-222.1247631,1.365140191
"42603",2014,-76.20304787,-14.7110906,0,37.346616,16.65218139,18.28134892,35.02733317,0.147298957,-296.4262403,3.300384782
"38867",2014,-78.56941,-10.28871,0,0,25.18244,17.83955,35.21058,0.08317956,-156.2338,0.260943278
"43397",2014,-78.18837,-12.06818,0,0,55.75472,20.29227,35.27501,0.08073717,-2114.233,0.22606358
"40912",2014,-74.98056,-16.33898,0,0,45.11464,17.46755,35.1309,0.1160903,-5220.359,0.381509686
"41387",2014,-73.04933,-17.38964,0,0,48.22794,17.10253,34.95732,0.1473699,-3413.982,0.32044586
"42637",2014,-76.93265,-14.84888,0,0,54.87591,19.55199,35.08031,0.1232243,-4112.692,0.826780649
"40617",2014,-76.08753,-15.80382,0,0,56.89051,16.17638,35.13849,0.04759222,-3814.959,0.385287943
"40144",2014,-77.10858,-14.37608,0,0,49.27765,16.26085,35.03001,0.2615204,-4876.594,0.272507756
"39737",2014,-76.9276,-12.55553,0,0,7.726387,16.09059,35.16426,0.05113154,-122.78,2.477323994
"39220",2014,-78.46483,-11.70642,0,0,53.61571,17.39225,35.30982,0.010615,-1615.84,0.262052856
"41014",2014,-74.41942,-16.37729,0,0,30.84447,17.28711,35.12307,0.06843407,-3020.099,0.280299878
"42352",2014,-76.27568,-15.61547,0,3.276659,59.06034,19.14914,35.03389,0.2005707,-4033.063,2.046794508
"41659",2014,-71.87003,-17.94383,0,0,31.29315,18.295,34.97804,0.1401591,-1111.342,0.382134853
"42838",2014,-76.78729,-13.89629,0,0,22.55874,18.72295,35.27376,0.3874541,-759.0527,1.333511923
"43135",2014,-77.60316,-12.91448,0,0.449248,52.6988,19.77613,35.30372,0.07899436,-1721.663,0.38740234
"43198",2014,-77.61513,-12.65445,0,0,43.19798,19.57507,35.2795,0.0359659,-1152.587,0.242705978
"41946",2014,-74.60305522,-16.15457711,0,53.240015,22.96857306,17.6094741,35.06269225,0.656670141,-2283.564546,9.027346635
"40584",2014,-75.60653,-15.52269,0,0,25.43799,15.88433,34.99853,0.04235276,-2345.836,0.346032787
"38576",2014,-78.9692,-9.345609,0,11.10034,23.52057,17.26129,35.19062,0.1558372,-121.2177,0.343736152
"40077",2014,-77.21303,-14.15,0,0,49.57718,16.26822,35.03637,0.3020235,-4243,0.230473646
"38714",2014,-79.02361,-9.669091,0,0,37.8168,18.53374,35.15568,0.1524017,-154.1522,0.242904658
"43883",2014,-80.1807,-8.306933,0,3.07614,55.35647,19.06822,35.17722,0.286094,-325.188,2.253064941
"38410",2014,-72.15590538,-17.08644464,0,171.931033,4.971782082,15.29692613,34.86139928,0.194320942,-785.6906786,5.421181363
"41091",2014,-74.07975,-16.28135,0,0,14.36862,16.48508,35.00947,0.7396824,-1197.867,0.357651918
"42684",2014,-77.02788848,-14.60376283,0,1868.204879,50.24760343,18.07424176,35.07295572,0.070443629,-4990.38017,0.70085311
"38201",2014,-76.02041,-14.67433667,0,363.427658,5.876105132,15.45309236,35.07947948,0.118980408,-140.6438962,0.531552299
"38519",2014,-79.70126,-9.475886,0,0,66.98388,18.62831,35.20587,0.2623655,-1122.454,0.160299212
"39218",2014,-78.49421,-11.72316,0,0,55.61085,17.396,35.30792,0.009859231,-1813.949,0.241513294
"39605",2014,-77.35916,-12.49656,0,0,25.65253,15.8086,35.1668,0.1063037,-314.2948,1.001632027
"40248",2014,-77.00651,-14.89896,0,0,60.02984,16.48311,35.10687,0.2280498,-4068.602,0.212803806
